,Unnamed: 0,Equipe_Dom,Equipe_Ext,Score,Journee,Region
170,170,Limonest,Aurillac Fc2a,5 - 2,25,Auvergne Rh Alpes
171,171,Montluçon,Haut lyonnais,0 - 0,25,Auvergne Rh Alpes
172,172,Saint-Étienne (2),Moulins,5 - 0,25,Auvergne Rh Alpes
173,173,Thonon Evian,Bourgoin-Jailleu,3 - 1,25,Auvergne Rh Alpes
174,174,Vaulx-en-Velin,Lyon Duchère 2,0 - 1,25,Auvergne Rh Alpes
175,175,Ain Sud Foot,Thonon Evian,1 - 2,26,Auvergne Rh Alpes
176,176,Aurillac Fc2a,Clermont Foot (2),0 - 1,26,Auvergne Rh Alpes
177,177,Bourgoin-Jailleu,Chambéry,0 - 4,26,Auvergne Rh Alpes
178,178,Haut lyonnais,Vaulx-en-Velin,4 - 2,26,Auvergne Rh Alpes
179,179,Lyon Duchère 2,Limonest,0 - 2,26,Auvergne Rh Alpes
180,180,Moulins,Montluçon,2 - 3,26,Auvergne Rh Alpes
181,181,Velay FC,Saint-Étienne (2),3 - 3,26,Auvergne Rh Alpes
